ndvi,gndvi
0.40478542872,0.409525400986
0.409734566635,0.412686523512
0.410217406301,0.413026300657
0.411175332995,0.413396642332
0.413216227942,0.414542772567
0.41441417445,0.415180347441
0.455678876439,0.421688567189
0.456029456015,0.425756460239
0.427029436873,0.437273569446
0.42718990835,0.437864478198
0.458768694086,0.454084393535
0.468005058729,0.482651680726
0.471113606339,0.484867958462
0.443984132222,0.456980705505
0.45888139456,0.463461486409
0.452526337645,0.462777747597
0.393835940622,0.387405267903
0.438459119424,0.420753908401
0.420030680259,0.420296999113
0.413613577811,0.414986245451
0.419680245157,0.419966116107
0.423981443407,0.426041854924
0.443230389622,0.43064707576
0.423466939917,0.422872763043
0.447919444641,0.439120918529
0.471256890003,0.461796649114
0.430772928078,0.435232351811
0.44962909627,0.451577726107
0.426609945744,0.429343027361
0.446105689234,0.453183855492
0.452973219617,0.45565127255
0.48350869373,0.48556427862
0.469228402232,0.469228198577
0.462158760552,0.456598542528
0.441041283095,0.439014807743
0.448704624906,0.47793836866
0.422093069211,0.428512480335
0.458047646625,0.452134311623
0.449742194121,0.437240123878
0.435055038937,0.433448608217
0.447911318021,0.421313484197
0.473643747562,0.483861694036
0.473466887594,0.483876369475
0.471300620873,0.479635213669
0.474092561025,0.460782061489
0.468710556939,0.458187468201
0.446366072,0.433243019959
0.480971689973,0.467960628792
0.462434190229,0.449363501389
0.480886107501,0.463651778964
0.466590365402,0.454041968448
0.493933155861,0.476930510459
0.465444394705,0.449184960247
0.4472513467,0.45715013178
0.437795236091,0.419772012071
0.485088919847,0.465180954341
0.466703325965,0.454630739682
0.432434003128,0.434173626191
0.503343860013,0.484557791208
0.481411247065,0.46411378582
0.453414787406,0.445367912777
0.468524456719,0.461422141339
0.441400620976,0.439563729026
0.483546875497,0.471331526141
0.45359381961,0.441672695691
0.507276954569,0.478983016283
0.482690767116,0.46243652125
0.482245541635,0.460676448954
0.473945481142,0.449130594947
0.436076552446,0.424622301742
0.479094995549,0.455728140957
0.486036399171,0.461256751358
0.498295183405,0.474583342139
0.496956440126,0.472869481692
0.502587525842,0.48438508319
0.508377765519,0.491611678094
0.481221570876,0.468876545468
0.48333130353,0.470659282833
0.469153566982,0.454058649761
0.449992560078,0.443363690372
0.453703280434,0.441216403999
0.467504874236,0.454072691422
0.44653206169,0.437366148845
0.447326061547,0.43502507211
0.461724931513,0.439882793906
0.441535226616,0.411099658894
0.386279574221,0.459020322717
0.383432335762,0.462508755968
0.379626215412,0.378513914785
0.426037373541,0.402937388214
0.469000230668,0.42905508932
0.473760171379,0.453037225877
0.436680390381,0.424966901221
0.453050330676,0.432193509308
0.434597079675,0.448125098185
0.443669890677,0.440744256077
0.462732676447,0.448210084811
0.455983290626,0.463147618285
0.460379042781,0.480209819763
0.47187808334,0.482373246927
0.447787383173,0.449356950575
0.471047623346,0.467435903775
0.431511551125,0.428498401254
0.45847041839,0.428519157873
0.432786631717,0.398912053501
0.456307169065,0.424318383486
0.441838672466,0.404042135997
0.474827783074,0.436668381072
0.444585260447,0.426408560527
0.462531141028,0.4451793872
0.462599237915,0.4438243126
0.444041206235,0.432097124934
0.473386470229,0.460608344133
0.451560170183,0.442660536113
0.481026015451,0.466786696594
0.462518442385,0.447755926242
0.478727510675,0.45730437585
0.443599221598,0.420744665519
0.437939498232,0.399129936449
0.482414185372,0.430678188022
0.499243750062,0.482893619236
0.472845566269,0.470924826327
0.471145026563,0.465840528809
0.451177419651,0.454601482142
0.458475262696,0.464840029379
0.43449069939,0.441195913135
0.450945981244,0.456818177759
0.48222173143,0.472023342417
0.476303163001,0.458027449537
0.457933438297,0.446720568001
0.404377187657,0.386775251422
0.439263870852,0.39568467703
0.462293913926,0.418114269443
0.467411682757,0.424069646166
0.47516858618,0.46670207771
0.450343290108,0.427927416828
0.473652857447,0.453650374781
0.487465935311,0.484091887007
0.485329387345,0.46664575084
0.455590968281,0.435293512655
0.476093366421,0.454366102557
0.477204995736,0.44691665781
0.434774547801,0.405809105336
0.453865274261,0.406148738792
0.442862538848,0.437245572892
0.47345811398,0.437403869864
0.469324558292,0.434939968769
0.463983006314,0.459574044431
0.445990127027,0.429789479684
0.496740872017,0.500290558666
0.483707549449,0.464247180557
0.465642854648,0.421985739442
0.471741128738,0.469663339476
0.468686586186,0.442303439131
0.414024049316,0.393080573363
0.467196554497,0.428566926598
0.428348937826,0.399009969795
0.462922228615,0.424832228156
0.430532528712,0.423378897225
0.501862280434,0.485644031334
0.458026339626,0.445258189435
0.455669177678,0.446170839144
0.468198362944,0.453140051199
0.481955872305,0.45062104702
0.482325924401,0.450512220728
0.435431036639,0.392104238538
0.481805712287,0.44544764101
0.460261312588,0.440285702654
0.476217305232,0.428601907199
0.495794879951,0.460044591765
0.470981764668,0.463251185883
0.48184256352,0.475854396071
0.513985363332,0.503430215784
0.486530006818,0.463130276361
0.37338269209,0.351440111796
0.445777323586,0.400421798915
0.450368022141,0.444635394187
0.421249579784,0.416353711186
0.462533265575,0.45043623689
0.445656577898,0.446452963741
0.422556159671,0.428398917704
0.464215312935,0.447529667525
0.482540802608,0.456927260144
0.411144571527,0.388268662004
0.447440288362,0.417771675017
0.458654675946,0.422937229607
0.440640924726,0.413635818562
0.466858664475,0.448673392043
0.444821492979,0.443347192378
0.467231021294,0.44688690453
0.474221819208,0.460293621223
0.469931455041,0.433307250883
0.396898966994,0.369820520723
0.444927964539,0.362636349836
0.41693818503,0.384062856137
0.426106292211,0.390750069004
0.459290113309,0.431169345567
0.438236035351,0.409939637713
0.472949766449,0.42262299432
0.441887937412,0.433200911312
